[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 2 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_2_20260226_211612.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 24102
[INFO] Peer socket listening on port 24202
[INFO] Fault socket listening on port 24302
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R2] state=follower leader=None term=0 cov=0.0%/0.0%
[RAFT] Starting election, term 1
[RAFT] Became leader, term 1
[R2] state=leader leader=2 term=1 cov=0.0%/0.0%
[R2] state=leader leader=2 term=1 cov=0.0%/7.8%
[R2] state=leader leader=2 term=1 cov=0.0%/13.0%
[R2] state=leader leader=2 term=1 cov=0.0%/18.8%
[R2] state=leader leader=2 term=1 cov=0.0%/26.6%
[R2] state=leader leader=2 term=1 cov=0.0%/31.8%
[R2] state=leader leader=2 term=1 cov=0.0%/38.5%
[R2] state=leader leader=2 term=1 cov=0.0%/42.2%
[R2] state=leader leader=2 term=1 cov=0.0%/44.3%
[R2] state=leader leader=2 term=1 cov=0.0%/47.9%
[R2] state=leader leader=2 term=1 cov=0.0%/48.4%
[R2] state=leader leader=2 term=1 cov=0.0%/48.4%
[R2] state=leader leader=2 term=1 cov=0.0%/49.0%
[R2] state=leader leader=2 term=1 cov=0.0%/50.0%
[R2] state=leader leader=2 term=1 cov=0.0%/52.1%
[R2] state=leader leader=2 term=1 cov=0.0%/54.7%
[FAULT] BAD_LEADER mode - will send bad assignments (Raft CANNOT detect this)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[R2] state=leader leader=2 term=1 cov=0.0%/56.2%
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[R2] state=leader leader=2 term=1 cov=0.0%/56.8%
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[R2] state=leader leader=2 term=1 cov=0.0%/56.8%
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[R2] state=leader leader=2 term=1 cov=0.0%/56.8%
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[R2] state=leader leader=2 term=1 cov=0.0%/56.8%
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[R2] state=leader leader=2 term=1 cov=0.0%/56.8%
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[R2] state=leader leader=2 term=1 cov=0.0%/56.8%
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
[BAD_LEADER] Raft leader sending 5 robots to EXPLORED cells (persistent, no detection possible)
